Player info,,,,,,Level 1 stats,,,,,,,,,Level 99 stats Note: Freedom is without Daisuke's notes,,,,,,,,,,,,,,,,,,,,,Moves,,,,,,,,
Full Name,Nickname,Position,Gender,Size,Element,FP,TP,Kick,Body,Control,Guard,Speed,Stamina,Guts,FP,Maxed out at,TP,Maxed out at,Kick,Maxed out at,Body,Maxed out at,Control,Maxed out at,Guard,Maxed out at,Speed,Maxed out at,Stamina,Maxed out at,Guts,Maxed out at,Freedom,Total,Max Totaal,Move 1,Learns at,Move  2,Learns at,Move 3,Learns at,Move 4,Learns at,Player HEX ID
Clive Mooney,Mooney,FW,Male,Medium,Fire,76,72,13,17,13,15,17,20,13,109,Lv.69,101,Lv.89,58,Lv.69,49,Lv.59,54,Lv.99,50,Lv.69,55,Lv.59,58,Lv.69,46,Lv.59,34,370,404,Patriot Shot,Lv.1,Killer Slide,Lv.24,Breakthrough,Lv.36,Utter Gutsiness Club,Lv.48,0x5F
Neil Waters,Waters,DF,Male,Large,Wood,81,76,13,17,16,17,16,20,17,98,Lv.89,101,Lv.99,48,Lv.89,64,Lv.89,51,Lv.99,52,Lv.89,45,Lv.59,64,Lv.89,45,Lv.89,15,369,384,Sumo Stomp,Lv.1,Defence Scan,Lv.24,Patriot Shot,Lv.33,Iron Wall,Lv.55,0x60
Sam Idol,Idol,GK,Male,Large,Earth,43,43,8,8,7,17,10,11,8,101,Lv.89,141,Lv.59,60,Lv.99,58,Lv.89,54,Lv.89,55,Lv.99,58,Lv.89,65,Lv.89,47,Lv.59,23,397,420,Lucky!,Lv.1,Sliding Goal,Lv.1,Utter Gutsiness Catch,Lv.34,Dimensional Hand,Lv.70,0x65
Marcus Train,Train,DF,Male,Medium,Fire,32,51,11,8,9,7,9,11,7,98,Lv.89,116,Lv.59,61,Lv.99,60,Lv.89,53,Lv.89,56,Lv.99,52,Lv.89,41,Lv.89,54,Lv.59,37,377,414,Fake Ball,Lv.1,Psycho Shot,Lv.26,Zigzag Spark,Lv.33,Mad Express,Lv.48,0x66
Light Nobel,Novel,MF,Male,Medium,Wood,44,51,8,9,9,8,9,9,9,94,Lv.89,124,Lv.59,60,Lv.99,55,Lv.89,56,Lv.89,58,Lv.99,61,Lv.89,57,Lv.89,48,Lv.59,26,395,421,Trickery!,Lv.1,Utter Gutsiness Bat,Lv.1,Fake Ball,Lv.26,Whale Guard,Lv.37,0x67
Walter Valiant,Hero,MF,Male,Medium,Fire,31,36,11,15,9,8,9,11,7,123,Lv.89,107,Lv.59,62,Lv.99,62,Lv.89,61,Lv.89,55,Lv.99,56,Lv.89,50,Lv.89,71,Lv.59,22,417,439,Never Give Up,Lv.1,Fake Ball,Lv.1,Comet Shot,Lv.24,The Earth,Lv.75,0x68
Spencer Gates,Cosplay,DF,Male,Large,Earth,46,40,7,9,11,7,9,7,9,107,Lv.89,128,Lv.59,59,Lv.99,52,Lv.89,56,Lv.89,58,Lv.99,56,Lv.89,40,Lv.89,62,Lv.59,30,383,413,Utter Gutsiness Bat,Lv.1,Super Sumo Stomp,Lv.1,Liar Shot,Lv.50,Trickery!,Lv.57,0x69
Josh Spear,Online,FW,Male,Medium,Wood,36,45,8,11,9,8,8,7,8,96,Lv.89,105,Lv.59,54,Lv.99,56,Lv.89,64,Lv.89,62,Lv.99,55,Lv.89,44,Lv.89,49,Lv.59,25,384,409,Bewildered,Lv.1,Desert Blast,Lv.50,Defence Scan,Lv.35,Attack Scan,Lv.47,0x6A
Gaby Farmer,Custom,FW,Male,Medium,Air,43,51,10,10,9,7,11,10,8,112,Lv.89,120,Lv.59,58,Lv.99,62,Lv.89,52,Lv.89,61,Lv.99,54,Lv.89,47,Lv.89,59,Lv.59,49,393,442,Lucky!,Lv.1,Cool Up!,Lv.1,Bewildered,Lv.25,Inazuma Drop,Lv.40,0x6B
A. Woodbridge,Robot,MF,Male,Small,Air,34,52,9,10,9,9,7,7,10,114,Lv.89,126,Lv.59,60,Lv.99,60,Lv.89,52,Lv.89,58,Lv.99,54,Lv.89,41,Lv.89,51,Lv.59,34,376,410,Bewildered,Lv.1,Utter Gutsiness Bat,Lv.26,Coil Turn,Lv.38,Twin Boost,Lv.43,0x6C
Gus Gamer,Gamer,FW,Male,Medium,Fire,37,52,10,7,14,8,7,8,7,105,Lv.89,108,Lv.59,58,Lv.99,60,Lv.89,59,Lv.89,52,Lv.99,55,Lv.89,45,Lv.89,59,Lv.59,28,388,416,Utter Gutsiness Bat,Lv.1,Bewildered,Lv.28,Fake Bomber,Lv.39,Shine Drive,Lv.55,0x6D
Mark Gambling,Artist,FW,Male,Medium,Air,34,49,10,9,11,7,11,7,10,109,Lv.89,121,Lv.59,52,Lv.99,56,Lv.89,58,Lv.89,63,Lv.99,53,Lv.89,51,Lv.89,64,Lv.59,21,397,418,Bewildered,Lv.1,Utter Gutsiness Club,Lv.1,Doppelganger,Lv.21,Paladin Strike,Lv.60,0x6E
Theodore Master,Arcade,FW,Male,Medium,Wood,30,41,10,8,11,8,9,9,9,118,Lv.89,104,Lv.59,57,Lv.99,57,Lv.89,55,Lv.89,56,Lv.99,52,Lv.89,47,Lv.89,53,Lv.59,28,377,405,Everyone Move It!,Lv.1,Bewildered,Lv.1,Cross Drive,Lv.26,Utter Gutsiness Bat,Lv.40,0x6F
Ham Signalman,Signal.,MF,Male,Small,Air,39,51,7,8,11,11,10,8,11,117,Lv.89,105,Lv.59,54,Lv.99,56,Lv.89,55,Lv.89,52,Lv.99,53,Lv.89,48,Lv.89,59,Lv.59,29,377,406,Bewildered,Lv.1,Coil Turn,Lv.22,Stone Prison,Lv.34,Patriot Shot,Lv.48,0x70
Bill Formby,Formby,DF,Male,Large,Earth,40,43,10,9,10,9,8,9,9,99,Lv.89,123,Lv.59,54,Lv.99,58,Lv.89,61,Lv.89,45,Lv.99,46,Lv.89,48,Lv.89,48,Lv.59,26,360,386,Doppelganger,Lv.1,Toughness Block,Lv.26,Spider Web,Lv.35,Dual Strike,Lv.46,0x71
Grant Eldorado,Eldorado,GK,Male,Medium,Fire,37,68,11,11,8,18,8,10,10,120,Lv.89,98,Lv.59,53,Lv.99,63,Lv.89,61,Lv.89,72,Lv.69,48,Lv.89,28,Lv.89,49,Lv.59,30,374,404,Swan Dive,Lv.1,Dragon Crash,Lv.18,Pressure Punch,Lv.27,Flash Upper,Lv.52,0x72
Mike Vox,Vox,DF,Male,Small,Air,33,39,8,10,8,9,11,9,9,100,Lv.89,117,Lv.59,48,Lv.99,55,Lv.89,60,Lv.89,53,Lv.99,46,Lv.89,50,Lv.89,47,Lv.59,41,359,400,Fake Ball,Lv.1,Flurry Dash,Lv.26,Attack Scan,Lv.40,Echo Ball,Lv.59,0x73
Ollie Webb,Net,DF,Male,Medium,Wood,33,41,10,9,8,7,9,9,9,116,Lv.89,114,Lv.59,46,Lv.99,62,Lv.89,54,Lv.89,52,Lv.99,49,Lv.89,59,Lv.89,49,Lv.59,38,371,409,Attack Scan,Lv.25,Black Magic,Lv.35,Heavy Mettle,Lv.42,Cross Drive,Lv.51,0x74
Morgan Sanders,Hood,GK,Male,Medium,Wood,56,86,10,9,19,20,13,16,17,100,Lv.59,138,Lv.59,53,Lv.59,59,Lv.59,46,Lv.59,73,Lv.59,52,Lv.59,55,Lv.99,62,Lv.59,16,400,416,Big Moves!,Lv.1,Whirlwind,Lv.1,Clone Block,Lv.1,Wind God’s Dance,Lv.62,0x79
Newton Flust,Cracksh.,DF,Male,Medium,Earth,54,58,11,16,12,17,10,17,13,124,Lv.59,129,Lv.59,62,Lv.89,61,Lv.69,56,Lv.69,60,Lv.99,55,Lv.59,60,Lv.59,63,Lv.59,24,417,441,Shadow Stitch,Lv.1,Bewildered,Lv.22,Clone Defence,Lv.32,Gunshot,Lv.57,0x7A
Jim Hillfort,Hillfort,DF,Male,Medium,Air,58,62,13,14,10,19,11,13,13,104,Lv.59,113,Lv.59,55,Lv.99,62,Lv.69,60,Lv.69,53,Lv.89,54,Lv.59,63,Lv.59,61,Lv.59,24,408,432,Shadow Stitch,Lv.1,Spider Web,Lv.1,Whirlwind Cut,Lv.27,Clone Shot,Lv.60,0x7B
Galen Thunderbird,Thunder,DF,Male,Large,Earth,78,78,20,16,10,17,7,15,14,122,Lv.69,110,Lv.99,63,Lv.69,60,Lv.59,63,Lv.99,62,Lv.69,54,Lv.59,57,Lv.69,60,Lv.59,15,419,434,Sumo Stomp,Lv.1,Dark Whirlwind,Lv.1,Shadow Stitch,Lv.30,Rolling Hell,Lv.42,0x7C
Finn Stoned,Bandit,DF,Male,Large,Fire,54,51,14,19,13,19,10,16,15,116,Lv.69,107,Lv.89,54,Lv.69,53,Lv.59,57,Lv.99,56,Lv.69,55,Lv.59,58,Lv.69,63,Lv.59,16,396,412,Super Sumo Stomp,Lv.1,Shadow Stitch,Lv.1,Mole Fake,Lv.34,Mole Shuffle,Lv.49,0x7D
Phil Wingate,Code,MF,Male,Medium,Earth,70,62,19,11,19,15,13,16,16,105,Lv.59,126,Lv.69,60,Lv.69,56,Lv.69,60,Lv.59,57,Lv.69,54,Lv.59,68,Lv.59,61,Lv.99,28,416,444,Cool Up!,Lv.1,Spider Web,Lv.1,Hurricane Arrows,Lv.37,Whirlwind Drop,Lv.75,0x7E
Jez Shell,Star,MF,Male,Medium,Air,44,63,13,10,12,14,12,14,15,102,Lv.59,109,Lv.59,53,Lv.89,63,Lv.69,59,Lv.69,56,Lv.99,47,Lv.59,65,Lv.59,60,Lv.59,17,403,420,Clone Faker,Lv.1,Deceptor Dribble,Lv.38,Doppelganger,Lv.41,Clone Shot,Lv.57,0x7F
Jupiter Jumper,Cleats,MF,Male,Small,Air,60,59,16,14,16,12,19,16,16,102,Lv.59,114,Lv.59,56,Lv.89,58,Lv.69,53,Lv.69,56,Lv.99,69,Lv.59,68,Lv.59,59,Lv.59,9,419,428,Monkey Turn,Lv.1,Gale Dash,Lv.1,Afterimage,Lv.37,Moonsault,Lv.46,0x80
Sam Samurai,Samurai,FW,Male,Medium,Wood,45,66,16,11,14,14,16,17,13,112,Lv.59,121,Lv.69,62,Lv.69,60,Lv.69,60,Lv.59,60,Lv.69,56,Lv.59,60,Lv.59,53,Lv.99,15,411,426,Clone Shot,Lv.1,Heel Kick,Lv.35,Shadow Stitch,Lv.45,Fire Rooster,Lv.58,0x81
Hank Sullivan,Hattori,MF,Male,Medium,Wood,32,56,14,12,18,12,15,17,17,103,Lv.59,114,Lv.59,60,Lv.99,55,Lv.59,59,Lv.59,44,Lv.59,60,Lv.59,60,Lv.59,56,Lv.59,20,394,414,Afterimage,Lv.1,Double Wrath Shot,Lv.1,Flurry Dash,Lv.1,Bamboo Pattern,Lv.41,0x82
Sail Bluesea,Cloak,FW,Male,Medium,Fire,64,54,17,16,18,14,17,17,17,122,Lv.59,122,Lv.59,52,Lv.59,61,Lv.59,61,Lv.59,54,Lv.99,60,Lv.59,68,Lv.59,55,Lv.59,27,411,438,Speed Force,Lv.1,Afterimage,Lv.1,Clone Defence,Lv.10,Fire Rooster,Lv.55,0x83
John Reynolds,Ronin,FW,Male,Medium,Air,51,51,19,11,12,11,11,17,14,117,Lv.59,116,Lv.59,62,Lv.59,56,Lv.59,56,Lv.59,53,Lv.59,60,Lv.99,54,Lv.59,57,Lv.59,7,398,405,Clone Shot,Lv.1,Flurry Dash,Lv.33,Aikido,Lv.42,Afterimage,Lv.58,0x84
Dan Hopper,Hopper,DF,Male,Large,Earth,44,58,12,12,13,16,11,15,16,115,Lv.59,102,Lv.69,52,Lv.69,58,Lv.69,62,Lv.59,62,Lv.69,55,Lv.59,61,Lv.59,54,Lv.99,12,404,416,Sumo Stomp,Lv.1,Condor Dive,Lv.36,Meteor Attack,Lv.44,Meteor Shower,Lv.59,0x85
Cal Trops,Trops,MF,Male,Medium,Wood,43,60,11,10,18,13,11,13,15,104,Lv.69,107,Lv.89,58,Lv.69,61,Lv.59,69,Lv.99,55,Lv.69,59,Lv.59,57,Lv.69,54,Lv.59,8,413,421,Acrobat Bomber,Lv.1,Twin Boost,Lv.42,Harvest,Lv.65,Rolling Hell,Lv.79,0x86
Winston Falls,Spook,MF,Male,Medium,Air,56,58,11,14,11,10,18,16,15,111,Lv.59,105,Lv.59,56,Lv.89,56,Lv.69,52,Lv.69,63,Lv.99,64,Lv.59,55,Lv.59,62,Lv.59,6,408,414,Spider Web,Lv.1,Afterimage,Lv.1,Invisible Fake,Lv.38,Shadow Stitch,Lv.57,0x87
Kevin Castle,Castle,GK,Male,Medium,Air,48,56,12,14,14,18,12,13,15,103,Lv.69,129,Lv.89,53,Lv.69,60,Lv.59,52,Lv.99,68,Lv.69,52,Lv.59,68,Lv.69,52,Lv.59,16,405,421,Toughness Block,Lv.1,Mistral,Lv.18,Whirlwind,Lv.28,Table-Turner,Lv.48,0x88
Albert Green,Greeny,GK,Male,Medium,Fire,60,55,10,17,16,17,11,19,15,128,Lv.69,114,Lv.99,50,Lv.69,53,Lv.59,60,Lv.99,73,Lv.59,53,Lv.59,64,Lv.69,77,Lv.59,4,430,434,Never Give Up,Lv.1,Wood Chopper,Lv.1,Infinite Wall,Lv.1,Hammer of Fury,Lv.60,0x8D
Seward Hayseed,Hayseed,DF,Male,Medium,Earth,67,64,10,15,12,17,13,16,16,134,Lv.59,105,Lv.99,42,Lv.59,56,Lv.59,52,Lv.59,77,Lv.59,58,Lv.99,68,Lv.59,61,Lv.59,11,414,425,About Face,Lv.1,Kung Fu Header,Lv.37,Spider Web,Lv.34,No Escape,Lv.42,0x8E
Kent Work,Work,DF,Male,Small,Wood,54,55,7,15,11,19,12,20,16,135,Lv.59,102,Lv.99,44,Lv.89,57,Lv.69,54,Lv.69,70,Lv.59,54,Lv.59,65,Lv.59,60,Lv.99,19,404,423,About Face,Lv.1,Flurry Dash,Lv.1,Kung Fu Fighting,Lv.40,Bamboo Pattern,Lv.67,0x8F
Mark Hillvalley,Hillval.,DF,Male,Large,Earth,63,51,7,13,13,18,11,19,15,134,Lv.69,108,Lv.99,40,Lv.69,56,Lv.59,52,Lv.99,79,Lv.59,63,Lv.59,66,Lv.69,53,Lv.59,27,409,436,Earthquake,Lv.10,Supreme Spin,Lv.1,Harvest,Lv.1,Infinite Wall,Lv.50,0x90
Herb Sherman,Sherman,DF,Male,Medium,Fire,64,49,8,15,12,17,13,20,17,133,Lv.59,108,Lv.99,49,Lv.59,60,Lv.59,62,Lv.99,79,Lv.59,52,Lv.59,70,Lv.59,56,Lv.59,4,428,432,Harvest,Lv.1,Dirt Ball,Lv.37,About Face,Lv.49,Infinite Wall,Lv.60,0x91
Joe Small,Milky,MF,Male,Medium,Earth,54,55,11,17,11,17,12,17,14,137,Lv.59,106,Lv.99,40,Lv.99,54,Lv.69,54,Lv.69,68,Lv.59,56,Lv.59,63,Lv.59,56,Lv.59,17,391,408,Whirlwind Cut,Lv.1,Harvest,Lv.1,Spinning Cut,Lv.39,Big Fan,Lv.47,0x92
Ike Steiner,Mother,MF,Male,Medium,Wood,57,66,10,13,12,17,12,20,14,139,Lv.69,104,Lv.99,42,Lv.69,55,Lv.59,63,Lv.99,76,Lv.59,53,Lv.59,60,Lv.69,55,Lv.59,5,404,409,Mole Shuffle,Lv.1,Shine Drive,Lv.1,Cyclone,Lv.1,Spinning Cut,Lv.48,0x93
Orville Newman,Spray,MF,Male,Medium,Fire,67,56,19,16,9,15,13,20,17,135,Lv.69,108,Lv.99,71,Lv.69,40,Lv.99,46,Lv.59,72,Lv.59,62,Lv.59,66,Lv.69,71,Lv.59,3,428,431,Kung Fu Header,Lv.1,Whirlwind Cut,Lv.1,Wild Claw,Lv.48,Steeple Shot,Lv.57,0x94
Tom Walters,Roast,MF,Male,Medium,Earth,58,63,13,16,12,15,14,20,14,137,Lv.69,105,Lv.99,59,Lv.69,58,Lv.59,52,Lv.59,66,Lv.59,61,Lv.99,61,Lv.69,70,Lv.59,4,427,431,Run Ball Run,Lv.1,Whirlwind Twister,Lv.1,Shine Drive,Lv.30,Kangaroo Kick,Lv.48,0x95
Daniel Dawson,Dawson,MF,Male,Medium,Air,57,59,16,16,11,16,14,18,16,128,Lv.59,108,Lv.99,53,Lv.59,52,Lv.59,53,Lv.59,72,Lv.59,60,Lv.99,62,Lv.59,72,Lv.59,4,424,428,Mole Fake,Lv.1,Run Ball Run,Lv.1,Dirt Ball,Lv.42,Gaia Break,Lv.55,0x96
Stuart Racoonfur,Muffs,FW,Male,Medium,Wood,61,51,17,15,15,14,15,16,17,139,Lv.59,110,Lv.99,50,Lv.89,52,Lv.69,58,Lv.69,70,Lv.59,62,Lv.99,59,Lv.59,68,Lv.59,5,419,424,Shine Drive,Lv.1,Whirlwind Cut,Lv.1,Flurry Dash,Lv.42,Speed Plus,Lv.1,0x97
Lorne Mower,Mower,GK,Male,Large,Earth,38,78,7,12,7,17,12,11,10,126,Lv.99,108,Lv.59,46,Lv.59,56,Lv.59,41,Lv.59,72,Lv.59,62,Lv.59,61,Lv.59,60,Lv.99,25,398,423,Wood Chopper,Lv.1,Mistral,Lv.1,Table-Turner,Lv.33,Kung Fu Header,Lv.54,0x98
Homer Grower,Grower,DF,Male,Medium,Earth,38,60,10,11,9,16,10,10,13,132,Lv.89,106,Lv.99,53,Lv.69,53,Lv.59,44,Lv.99,76,Lv.59,61,Lv.59,68,Lv.69,61,Lv.59,11,416,427,Mole Fake,Lv.1,About Face,Lv.28,Desert Blast,Lv.38,Whirlwind Cut,Lv.40,0x99
Rolf Howells,Howells,DF,Male,Small,Air,37,63,8,11,9,15,13,13,14,131,Lv.89,107,Lv.99,48,Lv.99,62,Lv.69,54,Lv.69,75,Lv.59,54,Lv.59,60,Lv.59,56,Lv.59,9,409,418,Quick Draw,Lv.1,About Face,Lv.22,Monkey Turn,Lv.29,Double Cyclone,Lv.45,0x9A
Luke Lively,Lively,DF,Male,Large,Wood,40,52,7,14,8,14,14,13,12,132,Lv.89,108,Lv.99,47,Lv.69,57,Lv.59,44,Lv.99,73,Lv.59,56,Lv.59,63,Lv.69,54,Lv.59,17,394,411,Sumo Stomp,Lv.1,Horn Train,Lv.33,Utter Gutsiness Bat,Lv.48,Harvest,Lv.76,0x9B
Ben Nevis,Nevis,DF,Male,Medium,Air,45,60,7,12,9,17,11,10,12,133,Lv.89,118,Lv.99,52,Lv.69,56,Lv.99,51,Lv.59,70,Lv.59,59,Lv.59,64,Lv.69,53,Lv.59,19,405,424,Snake Shot,Lv.1,Spider Web,Lv.39,Tarzan Kick,Lv.48,Whirlwind Cut,Lv.56,0x9C
John Neville,Neville,GK,Male,Large,Fire,85,100,13,10,17,23,7,6,5,127,Lv.59,140,Lv.59,78,Lv.59,62,Lv.59,54,Lv.59,79,Lv.59,48,Lv.99,51,Lv.59,44,Lv.59,9,416,425,Toughness Block,Lv.1,Counter Strike,Lv.1,Mega Wall,Lv.45,Gigant Wall,Lv.65,0xA1
Malcolm Night,Night,DF,Male,Medium,Fire,76,85,14,13,12,13,10,14,14,105,Lv.59,122,Lv.69,63,Lv.69,69,Lv.69,54,Lv.59,62,Lv.69,67,Lv.59,53,Lv.59,52,Lv.99,21,420,441,Dash Accelerator,Lv.1,Spinning Cut,Lv.1,Defence Plus,Lv.39,Tri-Pegasus,Lv.60,0xA2
Alfred Meenan,Meenan,DF,Male,Medium,Wood,51,90,13,12,11,15,18,11,10,115,Lv.59,118,Lv.69,61,Lv.69,55,Lv.69,55,Lv.59,60,Lv.69,55,Lv.59,53,Lv.59,52,Lv.99,17,391,408,Quick Draw,Lv.1,Hurricane Arrows,Lv.1,Moonsault,Lv.50,Paladin Strike,Lv.58,0xA3
Dan Mirthful,Mirthful,DF,Male,Large,Wood,64,52,19,16,12,17,7,8,7,118,Lv.69,105,Lv.99,59,Lv.69,70,Lv.59,49,Lv.99,65,Lv.69,46,Lv.59,51,Lv.69,52,Lv.59,26,392,418,Spinning Cut,Lv.1,Earthquake,Lv.42,Double Wrath Shot,Lv.49,Shine Drive,Lv.50,0xA4
Ricky Clover,Clover,DF,Male,Medium,Earth,52,80,13,18,13,18,11,12,12,123,Lv.69,104,Lv.89,53,Lv.69,52,Lv.59,56,Lv.99,52,Lv.69,67,Lv.59,45,Lv.69,54,Lv.59,48,379,427,Spinning Cut,Lv.1,Hurricane Arrows,Lv.1,Iron Wall,Lv.70,Back Tornado,Lv.45,0xA5
Toby Damian,Damian,MF,Male,Small,Air,51,89,12,17,15,14,16,11,11,120,Lv.59,114,Lv.59,54,Lv.99,56,Lv.69,55,Lv.69,56,Lv.89,57,Lv.59,56,Lv.59,55,Lv.59,29,389,418,Moonsault,Lv.1,Back Tornado,Lv.1,Shooting Star,Lv.48,Spinning Shot,Lv.56,0xA6
York Nashmith,Nashmith,MF,Male,Medium,Wood,55,90,11,16,13,12,15,11,14,121,Lv.59,115,Lv.69,52,Lv.69,62,Lv.69,57,Lv.59,61,Lv.69,54,Lv.59,52,Lv.59,56,Lv.99,30,394,424,Monkey Turn,Lv.1,Revolution V,Lv.32,Boost Glider,Lv.54,Back Tornado,Lv.50,0xA7
Zachary Moore,Moore,MF,Male,Medium,Wood,56,85,14,16,15,11,15,10,15,118,Lv.59,105,Lv.59,52,Lv.59,60,Lv.99,60,Lv.59,52,Lv.59,63,Lv.59,53,Lv.59,58,Lv.59,28,398,426,Everyone Move It!,Lv.1,Illusion Ball,Lv.42,Twin Boost,Lv.53,Boost Glider,Lv.58,0xA8
Marvin Murdock,Marvin,FW,Male,Medium,Fire,71,100,30,33,23,22,26,29,26,106,Lv.59,138,Lv.69,57,Lv.69,61,Lv.69,61,Lv.59,52,Lv.69,60,Lv.59,60,Lv.59,69,Lv.99,26,420,446,Move It!,Lv.1,Triangle Z,Lv.1,Grenade Shot,Lv.1,Illusion Ball,Lv.37,0xA9
Thomas Murdock,Thomas,FW,Male,Medium,Air,67,107,20,15,20,13,14,18,19,117,Lv.59,120,Lv.59,65,Lv.89,67,Lv.69,62,Lv.69,57,Lv.99,62,Lv.59,58,Lv.59,58,Lv.59,9,429,438,Move It!,Lv.1,Back Tornado,Lv.1,Triangle Z,Lv.35,Rolling Slide,Lv.55,0xAA
Tyler Murdock,Tyler,FW,Male,Medium,Earth,62,107,23,14,14,13,21,18,20,118,Lv.69,122,Lv.99,74,Lv.69,60,Lv.59,68,Lv.99,56,Lv.69,60,Lv.59,59,Lv.69,54,Lv.59,12,431,443,Triangle Z,Lv.10,Back Tornado,Lv.1,Spinning Cut,Lv.1,Triple Boost,Lv.65,0xAB
Simon Calier,Calier,GK,Male,Medium,Wood,58,63,14,12,17,16,13,10,10,113,Lv.59,115,Lv.59,52,Lv.59,46,Lv.59,46,Lv.99,71,Lv.69,50,Lv.59,68,Lv.59,58,Lv.59,20,391,411,Cool Up!,Lv.1,Full Power Shield,Lv.1,Blade Attack,Lv.22,Capoeira Grab,Lv.66,0xAC
Brody Gloom,Gloom,MF,Male,Large,Earth,52,55,13,17,13,13,11,11,14,126,Lv.69,118,Lv.89,54,Lv.69,46,Lv.59,48,Lv.99,53,Lv.69,45,Lv.59,52,Lv.69,54,Lv.59,49,352,401,Dash Accelerator,Lv.1,Shine Drive,Lv.1,Boost Glider,Lv.49,Warp Space,Lv.55,0xAD
Victor Talis,Talis,MF,Male,Medium,Wood,58,84,13,13,10,14,10,13,10,118,Lv.59,119,Lv.69,55,Lv.69,52,Lv.69,52,Lv.59,46,Lv.69,47,Lv.59,45,Lv.59,48,Lv.99,53,345,398,Whirlwind Twister,Lv.1,Spinning Cut,Lv.31,Fire Tornado,Lv.48,Hurricane Arrows,Lv.59,0xAE
Eren Middleton,Middle’n,DF,Male,Medium,Earth,54,51,11,12,11,20,14,11,10,122,Lv.69,113,Lv.89,48,Lv.69,44,Lv.59,55,Lv.99,47,Lv.69,55,Lv.59,54,Lv.69,52,Lv.59,50,355,405,Moonsault,Lv.1,Blade Attack,Lv.32,Illusion Ball,Lv.45,Utter Gutsiness Bat,Lv.64,0xAF
Peter Wells,Wells,DF,Male,Medium,Air,58,52,10,10,13,16,11,11,12,120,Lv.59,104,Lv.99,52,Lv.59,48,Lv.59,52,Lv.99,43,Lv.59,52,Lv.59,55,Lv.59,52,Lv.59,69,354,423,Back Tornado,Lv.1,Spinning Cut,Lv.26,Cyclone,Lv.40,Inazuma-1,Lv.57,0xB0
Paul Siddon,Poseidon,GK,Male,Large,Earth,56,93,21,23,13,23,10,18,18,107,Lv.69,140,Lv.99,60,Lv.69,59,Lv.59,50,Lv.99,81,Lv.69,44,Lv.59,56,Lv.69,70,Lv.59,13,420,433,Big Moves!,Lv.1,Tsunami Wall,Lv.1,Gigant Wall,Lv.1,Stone Prison,Lv.60,0xB5
Apollo Light,Apollo,DF,Male,Small,Wood,78,76,14,17,19,20,22,20,19,108,Lv.59,128,Lv.59,69,Lv.99,70,Lv.69,62,Lv.69,73,Lv.89,53,Lv.59,48,Lv.59,55,Lv.59,12,430,442,Divine Stamp,Lv.1,Shine Drive,Lv.36,Dual Storm,Lv.40,Dash Storm,Lv.71,0xB6
Jeff Iron,Hephest.,DF,Male,Medium,Fire,69,100,13,21,16,19,21,15,12,103,Lv.69,131,Lv.89,60,Lv.69,60,Lv.59,65,Lv.99,69,Lv.69,62,Lv.59,58,Lv.69,58,Lv.59,6,432,438,Dash Storm,Lv.1,Divine Stamp,Lv.1,Hellfire,Lv.58,Fire Rooster,Lv.67,0xB7
Lane War,Ares,DF,Male,Medium,Earth,56,64,17,18,16,17,12,12,14,112,Lv.69,125,Lv.89,61,Lv.69,72,Lv.59,65,Lv.99,68,Lv.69,56,Lv.59,57,Lv.69,60,Lv.59,3,439,442,Divine Stamp,Lv.1,Ghost Pull,Lv.45,Power Charge,Lv.55,Rolling Hell,Lv.70,0xB8
Danny Wood,Dionysus,DF,Male,Large,Air,54,78,22,14,13,17,8,14,22,114,Lv.59,126,Lv.69,62,Lv.69,68,Lv.69,60,Lv.59,67,Lv.69,50,Lv.59,53,Lv.59,64,Lv.99,9,424,433,Recovery,Lv.1,Mega Quake,Lv.1,Mega Wall,Lv.50,Gravestone,Lv.64,0xB9
Artie Mishman,Artemis,MF,Male,Medium,Air,50,86,14,20,21,15,17,14,12,102,Lv.59,122,Lv.69,62,Lv.69,56,Lv.69,76,Lv.59,60,Lv.69,44,Lv.59,45,Lv.59,58,Lv.99,20,401,421,Heaven’s Time,Lv.1,Photon Crash,Lv.1,Illusion Ball,Lv.36,Divine Arrows,Lv.60,0xBA
Arion Matlock,Hermes,MF,Male,Small,Wood,51,74,12,23,16,20,10,14,15,106,Lv.59,124,Lv.59,56,Lv.89,58,Lv.69,69,Lv.69,62,Lv.99,57,Lv.59,57,Lv.59,62,Lv.59,14,421,435,Trickery!,Lv.1,Heaven’s Time,Lv.1,Divine Stamp,Lv.40,Colosseum Guard,Lv.58,0xBB
Wesley Knox,Athena,MF,Male,Medium,Wood,76,92,16,21,22,13,20,17,17,106,Lv.59,128,Lv.59,60,Lv.99,63,Lv.69,62,Lv.69,63,Lv.89,71,Lv.59,56,Lv.59,57,Lv.59,3,432,435,Dash Storm,Lv.1,Spinning Cut,Lv.1,Perimeter Zone,Lv.45,Sigma Zone,Lv.55,0xBC
Jonas Demetrius,Demeter,FW,Male,Medium,Fire,80,104,23,17,18,12,15,13,15,128,Lv.69,130,Lv.59,70,Lv.69,59,Lv.59,64,Lv.99,56,Lv.69,60,Lv.59,63,Lv.69,62,Lv.59,7,434,441,Shoot Plus,Lv.1,Reflect Buster,Lv.10,Warp Drive,Lv.1,Divine Arrows,Lv.58,0xBD
